Detachment!!;MD2;ASWMON00082 ;10.230.117.155;XS034893;2022/10/12;07:23:49:747
TimeOut!!;MD1;MONWS024 ;192.168.130.233;dearm;2022/10/12;08:36:29:078
TimeOut!!;MD1;MONWS023 ;192.168.130.234;dearm;2022/10/12;10:06:47:183
Grant!!;MD1;MONWS023 ;192.168.130.234;dearm;2022/10/12;10:23:07:968
TimeOut!!;MD1;MONWS022 ;192.168.130.235;dearm;2022/10/12;11:32:29:735
Grant!!;AM2;ASWMON00085 ;10.230.117.158;XS085436;2022/10/12;12:31:56:444
Grant!!;MD1;ASWMON20056 ;10.230.117.200;XS178693;2022/10/12;13:08:15:166
Detachment!!;MD1;ASWMON20056 ;10.230.117.200;XS178693;2022/10/12;13:14:18:639
TimeOut!!;MD1;MONWS023 ;192.168.130.234;dearm;2022/10/12;14:36:09:376
Grant!!;AM2;ASWMON00085 ;10.230.117.158;XS085436;2022/10/12;14:41:04:478
Detachment!!;AM2;ASWMON00085 ;10.230.117.158;XS085436;2022/10/12;14:41:15:911
Detachment!!;AM2;ASWMON00122 ;10.230.117.76;XS135304;2022/10/12;15:39:08:654
Detachment!!;MD2;ASWMON00123 ;10.230.117.81;XS034900;2022/10/12;15:43:43:528
Grant!!;MD1;MONWS023 ;192.168.130.234;dearm;2022/10/12;18:14:40:408
Grant!!;MD1;MONWS022 ;192.168.130.235;dearm;2022/10/12;18:28:34:250
Grant!!;FTA;ASWMON00018 ;192.168.130.246;xs052378;2022/10/12;21:45:06:885
TimeOut!!;MD1;MONWS023 ;192.168.130.234;dearm;2022/10/12;23:51:42:111
